isbn,title,author,publicationyear,bookimage,numpages,rating,genre,bookurl,language,price,,,,,,,
020135473X,Flash 4 for Windows and Macintosh Visual Quickstart Guide,Katherine Ulrich,1999,http://images.amazon.com/images/P/020135473X.01.LZZZZZZZ.jpg,442,3,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.79,,,,,,,
089879756X,Writing Romances: A Handbook by the Romance Writers of America,Rita Gallagher,1997,http://images.amazon.com/images/P/089879756X.01.LZZZZZZZ.jpg,224,3.69,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.41,,,,,,,
2070368971,Tortilla Flat,John Steinbeck,1972,http://images.amazon.com/images/P/2070368971.01.LZZZZZZZ.jpg,254,3.83,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.99,,,,,,,
8408049488,El Buen Sirviente,Carmen Posada,2003,http://images.amazon.com/images/P/8408049488.01.LZZZZZZZ.jpg,338,2.98,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.56,,,,,,,
1853262641,Nicholas Nickleby (Wordsworth Collection),Charles Dickens,1998,http://images.amazon.com/images/P/1853262641.01.LZZZZZZZ.jpg,776,3.91,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.99,,,,,,,
014024980X,The Great Railway Bazaar: By Train Through Asia,Paul Theroux,1995,http://images.amazon.com/images/P/014024980X.01.LZZZZZZZ.jpg,384,3.91,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.65,,,,,,,
014230199X,Kwanzaa Kids (Lift the Flap Book (Puffin Books).),Joan Holub,2002,http://images.amazon.com/images/P/014230199X.01.LZZZZZZZ.jpg,16,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.83,,,,,,,
059043053X,Around the World in Eighty Days,Jules Verne,1996,http://images.amazon.com/images/P/059043053X.01.LZZZZZZZ.jpg,240,3.93,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.98,,,,,,,
2253005495,Le MystÃ?Â¨re de la chambre jaune,Gaston Leroux,1974,http://images.amazon.com/images/P/2253005495.01.LZZZZZZZ.jpg,288,3.69,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.72,,,,,,,
042511743X,Into the Valley of Death,H.R.F. Writing As Evelyn Hervey Keating,1989,http://images.amazon.com/images/P/042511743X.01.LZZZZZZZ.jpg,180,3.36,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14,,,,,,,
8472452859,Las Diosas de Cada Mujer,Jean Shinoda Bolen,1997,http://images.amazon.com/images/P/8472452859.01.LZZZZZZZ.jpg,416,4.15,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.85,,,,,,,
8435016722,Rhadopis - Una Cortesana del Antiguo Egipto,Naguib Mahfuz,2002,http://images.amazon.com/images/P/8435016722.01.LZZZZZZZ.jpg,253,3.65,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.73,,,,,,,
055357910X,Meg,Steve Alten,1998,http://images.amazon.com/images/P/055357910X.01.LZZZZZZZ.jpg,352,3.75,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.69,,,,,,,
8484032930,El Conde De Montecristo,Alejandro Dumas,2004,http://images.amazon.com/images/P/8484032930.01.LZZZZZZZ.jpg,720,4.25,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.33,,,,,,,
1930928688,Bleeding Hearts,Josh Aterovis,2001,http://images.amazon.com/images/P/1930928688.01.LZZZZZZZ.jpg,232,3.99,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.47,,,,,,,
020168862X,HTML for the World Wide Web: Visual Quickstart Guide (2nd Edition),Elizabeth Castro,1997,http://images.amazon.com/images/P/020168862X.01.LZZZZZZZ.jpg,255,3.94,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.77,,,,,,,
225300314X,Le Chien Des Baskerville,Arthur Conan Doyle,0,http://images.amazon.com/images/P/225300314X.01.LZZZZZZZ.jpg,184,4.12,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.56,,,,,,,
1556708343,Seen and Heard: Teenagers Talk About Their Lives,Mary Motley Kalergis,1998,http://images.amazon.com/images/P/1556708343.01.LZZZZZZZ.jpg,128,4.17,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.2,,,,,,,
2070401138,Les chiens noirs,Ian McEwan,1996,http://images.amazon.com/images/P/2070401138.01.LZZZZZZZ.jpg,251,3.44,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.8,,,,,,,
1573440973,Dirty Weekend,Helen Zahavi,2000,http://images.amazon.com/images/P/1573440973.01.LZZZZZZZ.jpg,187,3.65,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.67,,,,,,,
1565070372,The Tapestry (The Alcott Legacy),Maryann Minatra,1993,http://images.amazon.com/images/P/1565070372.01.LZZZZZZZ.jpg,402,4.06,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.95,,,,,,,
055358376X,Maximum Ice,KAY KENYON,2002,http://images.amazon.com/images/P/055358376X.01.LZZZZZZZ.jpg,432,3.5,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.97,,,,,,,
1561703494,Infinite Self: 33 Steps to Reclaiming Your Inner Power,Stuart Wilde,1996,http://images.amazon.com/images/P/1561703494.01.LZZZZZZZ.jpg,227,4.34,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.9,,,,,,,
1551665220,Fourth Horseman (Jackie Kaminsky Mysteries),Margot Dalton,1999,http://images.amazon.com/images/P/1551665220.01.LZZZZZZZ.jpg,384,3.63,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.97,,,,,,,
019860176X,The Oxford Reverse Dictionary,David Edmonds,2000,http://images.amazon.com/images/P/019860176X.01.LZZZZZZZ.jpg,416,3.83,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.2,,,,,,,
2020246279,Les rÃ?Âªves des autres,John Irving,1997,http://images.amazon.com/images/P/2020246279.01.LZZZZZZZ.jpg,240,3.36,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.99,,,,,,,
1582430543,All New People: A Novel,Anne Lamott,2000,http://images.amazon.com/images/P/1582430543.01.LZZZZZZZ.jpg,166,3.63,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.56,,,,,,,
1891830430,Blankets: An Illustrated Novel,Craig Thompson,2003,http://images.amazon.com/images/P/1891830430.01.LZZZZZZZ.jpg,592,4.05,Comics & Graphic Novels,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.51,,,,,,,
044021808X,The Magic Bullet,Harry Stein,1996,http://images.amazon.com/images/P/044021808X.01.LZZZZZZZ.jpg,400,3.34,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.87,,,,,,,
067974827X,My Life As a Man (Vintage International),Philip Roth,1993,http://images.amazon.com/images/P/067974827X.01.LZZZZZZZ.jpg,334,3.73,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.2,,,,,,,
3822896403,Henri Matisse 1869-1954: Master of Colour (Basic Series),Volkmar Essers,1996,http://images.amazon.com/images/P/3822896403.01.LZZZZZZZ.jpg,95,4.22,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.84,,,,,,,
1582431302,The Brothers,Frederick Barthelme,2001,http://images.amazon.com/images/P/1582431302.01.LZZZZZZZ.jpg,272,3.6,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.15,,,,,,,
000716226X,The Bride Stripped Bare : A Novel,Nikki Gemmell,2004,http://images.amazon.com/images/P/000716226X.01.LZZZZZZZ.jpg,384,3.13,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.06,,,,,,,
044100556X,Eating Memories,Patricia Anthony,1998,http://images.amazon.com/images/P/044100556X.01.LZZZZZZZ.jpg,367,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.88,,,,,,,
1560370254,Pow Wow Country,Chris Roberts,1992,http://images.amazon.com/images/P/1560370254.01.LZZZZZZZ.jpg,128,0,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.91,,,,,,,
1931520011,Meet Me in the Moon Room: Stories,Ray Vukcevich,2001,http://images.amazon.com/images/P/1931520011.01.LZZZZZZZ.jpg,253,3.72,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.21,,,,,,,
1560975326,Dame Darcy's Meatcake Compilation,Dame Darcy,2003,http://images.amazon.com/images/P/1560975326.01.LZZZZZZZ.jpg,150,4.26,Comics & Graphic Novels,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.05,,,,,,,
047141574X,Alpha Beta: How 26 Letters Shaped the Western World,John  Man,2001,http://images.amazon.com/images/P/047141574X.01.LZZZZZZZ.jpg,320,3.68,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.33,,,,,,,
038542549X,In the Pink,Rosalea Murphy,1993,http://images.amazon.com/images/P/038542549X.01.LZZZZZZZ.jpg,160,4.67,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.6,,,,,,,
1400032237,Searching for Hassan: A Journey to the Heart of Iran,Terence Ward,2003,http://images.amazon.com/images/P/1400032237.01.LZZZZZZZ.jpg,332,3.83,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.01,,,,,,,
014006110X,Waiting for the Barbarians,J.M. Coetzee,1982,http://images.amazon.com/images/P/014006110X.01.LZZZZZZZ.jpg,160,3.93,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.64,,,,,,,
037327274X,Eye of the Beholder,Ingrid Weaver,2003,http://images.amazon.com/images/P/037327274X.01.LZZZZZZZ.jpg,256,3.72,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.92,,,,,,,
067101532X,The Doublet Affair (Mystery at Queen Elizabeth I's Court (Paperback)),Fiona Buckley,1999,http://images.amazon.com/images/P/067101532X.01.LZZZZZZZ.jpg,416,3.78,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.35,,,,,,,
044922175X,Caravan,Dorothy Gilman,1995,http://images.amazon.com/images/P/044922175X.01.LZZZZZZZ.jpg,256,3.95,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.6,,,,,,,
068487377X,Four Sisters of Hofei: A History,Annping Chin,2002,http://images.amazon.com/images/P/068487377X.01.LZZZZZZZ.jpg,336,3.29,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.82,,,,,,,
1401902154,The Power of Intention: Learning to Co-Create Your World Your Way,Wayne W. Dyer,2004,http://images.amazon.com/images/P/1401902154.01.LZZZZZZZ.jpg,259,4.21,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.49,,,,,,,
186187054X,Seize the Day!: Enjoy the Moment,Helen Exley,1998,http://images.amazon.com/images/P/186187054X.01.LZZZZZZZ.jpg,80,3.11,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.15,,,,,,,
1841121509,Big Shots: Business the Rupert Murdoch Way,Stuart  Crainer,2001,http://images.amazon.com/images/P/1841121509.01.LZZZZZZZ.jpg,160,3.24,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.29,,,,,,,
006621341X,A Woman Betrayed,Barbara Delinsky,2001,http://images.amazon.com/images/P/006621341X.01.LZZZZZZZ.jpg,416,3.85,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.31,,,,,,,
1892859130,Webster's New Explorer Dictionary of Quotations,Editors of Merriam-Webster,2000,http://images.amazon.com/images/P/1892859130.01.LZZZZZZZ.jpg,512,3.62,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.52,,,,,,,
1551669110,Beyond The Threshold,Linda Lael Miller,2002,http://images.amazon.com/images/P/1551669110.01.LZZZZZZZ.jpg,432,4.03,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.03,,,,,,,
1572970081,Iron Man: The Armor Trap,Greg Cox,1995,http://images.amazon.com/images/P/1572970081.01.LZZZZZZZ.jpg,339,3.32,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.58,,,,,,,
034544177X,All Souls: A Family Story from Southie (Ballantine Reader's Circle),Michael Patrick MacDonald,2000,http://images.amazon.com/images/P/034544177X.01.LZZZZZZZ.jpg,263,4.09,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.84,,,,,,,
081291273X,Arab and Jew: Wounded Spirits in a Promised Land,David K. Shipler,1986,http://images.amazon.com/images/P/081291273X.01.LZZZZZZZ.jpg,596,4.05,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.18,,,,,,,
1557861013,Sexual Practice/Textual Theory: Lesbian Cultural Criticism,Susan J. Wolfe,1993,http://images.amazon.com/images/P/1557861013.01.LZZZZZZZ.jpg,388,4,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.28,,,,,,,
076790284X,Bella Tuscany : The Sweet Life in Italy,FRANCES MAYES,2000,http://images.amazon.com/images/P/076790284X.01.LZZZZZZZ.jpg,304,3.76,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.47,,,,,,,
080503773X,The Elements of Expression: Putting Thoughts into Words,Arthur Plotnik,1996,http://images.amazon.com/images/P/080503773X.01.LZZZZZZZ.jpg,225,3.77,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.35,,,,,,,
1884910033,Fiction Writer's Workshop,Josip Novakovich,1995,http://images.amazon.com/images/P/1884910033.01.LZZZZZZZ.jpg,250,3.95,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.12,,,,,,,
1563891336,Death: The High Cost of Living,Neil Gaiman,1994,http://images.amazon.com/images/P/1563891336.01.LZZZZZZZ.jpg,104,4.19,Comics & Graphic Novels,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.05,,,,,,,
068801111X,How Do They Do That?,Caroline Sutton,1982,http://images.amazon.com/images/P/068801111X.01.LZZZZZZZ.jpg,288,3.46,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.66,,,,,,,
1575210304,Teach Yourself Java in 21 Days (Teach Yourself (Teach Yourself)),Laura Lemay,1996,http://images.amazon.com/images/P/1575210304.01.LZZZZZZZ.jpg,527,3.41,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.8,,,,,,,
080215087X,The Caretaker and the Dumb Waiter,Harold Pinter,1960,http://images.amazon.com/images/P/080215087X.01.LZZZZZZZ.jpg,121,3.89,Drama,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.44,,,,,,,
039914241X,Fatal Terrain,Dale Brown,1997,http://images.amazon.com/images/P/039914241X.01.LZZZZZZZ.jpg,448,4.05,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.93,,,,,,,
1582972397,20 Master Plots: And How to Build Them,Ronald B. Tobias,2003,http://images.amazon.com/images/P/1582972397.01.LZZZZZZZ.jpg,236,3.8,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.97,,,,,,,
007824269X,Bon voyage! Level 1 : Writing Activities Workbook,Conrad J. Schmitt,2001,http://images.amazon.com/images/P/007824269X.01.LZZZZZZZ.jpg,160,2.25,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.67,,,,,,,
9129622425,The Other Alice : The Story of Alice Liddell and Alice in Wonderland,Cristina Bjork,1993,http://images.amazon.com/images/P/9129622425.01.LZZZZZZZ.jpg,93,4.09,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.41,,,,,,,
1400049490,Dark Matter : The Private Life of Sir Isaac Newton: A Novel,PHILIP KERR,2003,http://images.amazon.com/images/P/1400049490.01.LZZZZZZZ.jpg,352,3.41,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.33,,,,,,,
1400031699,The Little Friend,Donna Tartt,2003,http://images.amazon.com/images/P/1400031699.01.LZZZZZZZ.jpg,624,3.46,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.36,,,,,,,
1565840003,Race: How Blacks and Whites Think and Feel About the American Obsession,Studs Terkel,1992,http://images.amazon.com/images/P/1565840003.01.LZZZZZZZ.jpg,403,4.27,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.59,,,,,,,
1573241989,Honor Thy Children: One Family's Journey to Wholeness,Molly Fumia,2000,http://images.amazon.com/images/P/1573241989.01.LZZZZZZZ.jpg,336,3.98,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.23,,,,,,,
1551664593,Drifter,Susan Wiggs,1998,http://images.amazon.com/images/P/1551664593.01.LZZZZZZZ.jpg,376,3.81,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.88,,,,,,,
1885203632,Natural Cat Care: A Complete Guide to Holistic Health Care for Cats,Celeste Yarnall,1998,http://images.amazon.com/images/P/1885203632.01.LZZZZZZZ.jpg,372,3.91,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.39,,,,,,,
1565927591,Jini in a Nutshell (Java S.),Scott Oaks,2000,http://images.amazon.com/images/P/1565927591.01.LZZZZZZZ.jpg,413,3,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.02,,,,,,,
1840460962,Introducing Stephen Hawking,J. P. McEvoy,2001,http://images.amazon.com/images/P/1840460962.01.LZZZZZZZ.jpg,176,3.78,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.94,,,,,,,
1580623190,The Everything Selling Book (Everything),Marguerite Smolen,2000,http://images.amazon.com/images/P/1580623190.01.LZZZZZZZ.jpg,288,3.6,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.71,,,,,,,
1559701587,The Saxon Tapestry,Sile Rice,1992,http://images.amazon.com/images/P/1559701587.01.LZZZZZZZ.jpg,397,3.68,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.14,,,,,,,
044651490X,Oddkins: A Fable for All Ages,Dean R. Koontz,1988,http://images.amazon.com/images/P/044651490X.01.LZZZZZZZ.jpg,180,4.25,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.9,,,,,,,
8475776124,En Forma Usando El Raton :DILBERT,Scott Adams,1998,http://images.amazon.com/images/P/8475776124.01.LZZZZZZZ.jpg,128,4,Humor,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.38,,,,,,,
1585670499,The Corruption of American Politics: What Went Wrong and Why,Elizabeth Drew,2000,http://images.amazon.com/images/P/1585670499.01.LZZZZZZZ.jpg,278,3.1,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.18,,,,,,,
1572305258,The Bipolar Disorder Survival Guide: What You and Your Family Need to Know,David J. Miklowitz,2002,http://images.amazon.com/images/P/1572305258.01.LZZZZZZZ.jpg,322,3.98,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.52,,,,,,,
156584341X,Faceless Killers: A Mystery,Henning Mankell,1997,http://images.amazon.com/images/P/156584341X.01.LZZZZZZZ.jpg,284,3.77,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.97,,,,,,,
074347046X,Star Struck Dead,Sheila York,2003,http://images.amazon.com/images/P/074347046X.01.LZZZZZZZ.jpg,320,3.81,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.83,,,,,,,
044651764X,Iced (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,1995,http://images.amazon.com/images/P/044651764X.01.LZZZZZZZ.jpg,272,3.72,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.93,,,,,,,
073930464X,The Conspiracy Club,JONATHAN KELLERMAN,2003,http://images.amazon.com/images/P/073930464X.01.LZZZZZZZ.jpg,0,3.73,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.17,,,,,,,
1853262080,Professor (Wordsworth Collection),Charlotte Bronte,1998,http://images.amazon.com/images/P/1853262080.01.LZZZZZZZ.jpg,212,3.58,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.34,,,,,,,
085170669X,Encyclopedia of Indian Cinema,Ashish Rajadhyaksha,1999,http://images.amazon.com/images/P/085170669X.01.LZZZZZZZ.jpg,652,4.17,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.25,,,,,,,
067102146X,Serpent Gate (Kevin Kerney Novels (Paperback)),Michael McGarrity,1999,http://images.amazon.com/images/P/067102146X.01.LZZZZZZZ.jpg,368,4.04,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.4,,,,,,,
1551667460,Francesca's Party,Patricia Scanlan,2003,http://images.amazon.com/images/P/1551667460.01.LZZZZZZZ.jpg,512,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.76,,,,,,,
1400061121,Loud and Clear,Anna Quindlen,2004,http://images.amazon.com/images/P/1400061121.01.LZZZZZZZ.jpg,288,3.91,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.92,,,,,,,
037376510X,Sleeping With Beauty,Laura Wright,2003,http://images.amazon.com/images/P/037376510X.01.LZZZZZZZ.jpg,192,3.63,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.31,,,,,,,
1558746633,A 6th Bowl of Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1999,http://images.amazon.com/images/P/1558746633.01.LZZZZZZZ.jpg,384,4.1,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.38,,,,,,,
1573241016,I Will Not Die an Unlived Life: Reclaiming Purpose and Passion,Dawna Markova,2000,http://images.amazon.com/images/P/1573241016.01.LZZZZZZZ.jpg,208,4.08,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.23,,,,,,,
088088990X,Wisdom from the Four Agreements,Don Miguel Ruiz,2003,http://images.amazon.com/images/P/088088990X.01.LZZZZZZZ.jpg,96,4.41,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.98,,,,,,,
055356854X,Invisible Darkness: The Strange Case of Paul Bernardo and Karla Homolka,Stephen Williams,1997,http://images.amazon.com/images/P/055356854X.01.LZZZZZZZ.jpg,532,3.89,True Crime,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.07,,,,,,,
1551660288,Honor Bound,Kenneth T. Brown,1994,http://images.amazon.com/images/P/1551660288.01.LZZZZZZZ.jpg,251,3.86,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.32,,,,,,,
1565121023,My Old Man and the Sea: A Father and Son Sail Around Cape Horn,David Hays,1995,http://images.amazon.com/images/P/1565121023.01.LZZZZZZZ.jpg,231,3.86,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.36,,,,,,,
044020271X,Tapestry,Belva Plain,1989,http://images.amazon.com/images/P/044020271X.01.LZZZZZZZ.jpg,560,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.31,,,,,,,
1843336227,The Wicca Book of Days,Sheena Morgan,2003,http://images.amazon.com/images/P/1843336227.01.LZZZZZZZ.jpg,144,3.5,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.42,,,,,,,
1575660970,Murder on the Atlantic,Steve Allen,1996,http://images.amazon.com/images/P/1575660970.01.LZZZZZZZ.jpg,304,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.5,,,,,,,
1578702666,Building Linux Virtual Private Networks,Oleg Kolesnikov,2002,http://images.amazon.com/images/P/1578702666.01.LZZZZZZZ.jpg,408,3.44,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.1,,,,,,,
8480764139,Astronomia: Guia Del Cielo Nocturno,Alan Dyer,2004,http://images.amazon.com/images/P/8480764139.01.LZZZZZZZ.jpg,432,4.28,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.65,,,,,,,
083064427X,Super Vga Graphics: Programming Secrets/Book and Disk,Steve Rimmer,1993,http://images.amazon.com/images/P/083064427X.01.LZZZZZZZ.jpg,580,3.5,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.02,,,,,,,
1551666154,All Smiles,Stella Cameron,2000,http://images.amazon.com/images/P/1551666154.01.LZZZZZZZ.jpg,440,3.38,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.48,,,,,,,
